maintenance_id,repair_request_date,equipment_name,equipment_id,install_date,fault_type,fault_severity,fault_description,repair_status,repair_cost
M00189,2025-09-11,ip_phone,EQUIP17317,2025-07-29,port testing,Низкая,Обнаружена port testing после 24 дней эксплуатации,Решена,5000
M00190,2025-09-12,cisco_switch,EQUIP97248,2025-07-26,error log analysis,Средняя,Обнаружена error log analysis после 21 дней эксплуатации,В обработке,2000
M00191,2025-09-12,pc,EQUIP18112,2025-09-07,error log analysis,Средняя,Обнаружена error log analysis после 14 дней эксплуатации,Новая,1000
M00192,2025-09-14,cisco_switch,EQUIP92982,2025-08-14,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 30 дней эксплуатации,В обработке,5000
M00193,2025-09-15,ip_phone,EQUIP87197,2025-06-18,dust cleaning,Средняя,Обнаружена dust cleaning после 6 дней эксплуатации,В обработке,0
M00194,2025-09-15,scaner,EQUIP47303,2025-08-14,error log analysis,Средняя,Обнаружена error log analysis после 3 дней эксплуатации,Отклонена,10000
M00195,2025-09-17,printer,EQUIP41083,2025-09-12,port testing,Низкая,Обнаружена port testing после 14 дней эксплуатации,Новая,2000
M00196,2025-09-18,scaner,EQUIP90108,2025-07-29,software update,Низкая,Обнаружена software update после 6 дней эксплуатации,Отклонена,5000
M00197,2025-09-19,scaner,EQUIP65726,2025-08-10,error log analysis,Высокая,Обнаружена error log analysis после 10 дней эксплуатации,Новая,5000
M00198,2025-09-20,printer,EQUIP10925,2025-07-31,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 9 дней эксплуатации,В обработке,5000
M00199,2025-09-22,cisco_switch,EQUIP55374,2025-08-07,dust cleaning,Высокая,Обнаружена dust cleaning после 17 дней эксплуатации,В обработке,0
M00200,2025-09-22,nas,EQUIP43425,2025-08-27,error log analysis,Низкая,Обнаружена error log analysis после 13 дней эксплуатации,В обработке,5000
M00201,2025-09-23,printer,EQUIP85419,2025-08-15,error log analysis,Низкая,Обнаружена error log analysis после 5 дней эксплуатации,Решена,2000
M00202,2025-09-25,scaner,EQUIP94744,2025-08-13,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 14 дней эксплуатации,В обработке,5000
M00203,2025-09-27,pc,EQUIP81083,2025-08-13,port testing,Средняя,Обнаружена port testing после 23 дней эксплуатации,В обработке,10000
M00204,2025-09-28,ip_phone,EQUIP14672,2025-07-01,software update,Высокая,Обнаружена software update после 18 дней эксплуатации,Решена,0
M00205,2025-09-28,printer,EQUIP72371,2025-08-10,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 29 дней эксплуатации,Новая,1000
M00206,2025-09-30,printer,EQUIP18404,2025-08-22,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 6 дней эксплуатации,Отклонена,2000
M00207,2025-09-30,cisco_router,EQUIP69365,2025-09-16,error log analysis,Средняя,Обнаружена error log analysis после 17 дней эксплуатации,Отклонена,2000
M00208,2025-10-02,cisco_router,EQUIP34269,2025-09-29,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 26 дней эксплуатации,Отклонена,5000
M00209,2025-10-02,cisco_router,EQUIP57848,2025-08-12,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 25 дней эксплуатации,Новая,0
M00210,2025-10-03,pc,EQUIP88308,2025-08-02,software update,Средняя,Обнаружена software update после 23 дней эксплуатации,Решена,10000
M00211,2025-10-04,printer,EQUIP14353,2025-07-09,software update,Низкая,Обнаружена software update после 20 дней эксплуатации,Новая,5000
M00212,2025-10-04,pc,EQUIP18568,2025-09-19,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 9 дней эксплуатации,Новая,1000
M00213,2025-10-04,scaner,EQUIP80868,2025-07-06,software update,Средняя,Обнаружена software update после 20 дней эксплуатации,В обработке,10000
M00214,2025-10-05,pc,EQUIP68663,2025-08-23,port testing,Высокая,Обнаружена port testing после 15 дней эксплуатации,Новая,5000
M00215,2025-10-06,pc,EQUIP56336,2025-08-30,software update,Средняя,Обнаружена software update после 5 дней эксплуатации,Отклонена,0
M00216,2025-10-06,ip_phone,EQUIP42876,2025-08-28,error log analysis,Высокая,Обнаружена error log analysis после 30 дней эксплуатации,Решена,5000
M00217,2025-10-06,ip_phone,EQUIP76286,2025-08-05,error log analysis,Низкая,Обнаружена error log analysis после 20 дней эксплуатации,В обработке,10000
M00218,2025-10-08,ip_phone,EQUIP23003,2025-09-12,dust cleaning,Низкая,Обнаружена dust cleaning после 22 дней эксплуатации,В обработке,2000
M00219,2025-10-10,cisco_router,EQUIP66673,2025-09-16,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 19 дней эксплуатации,Решена,0
M00220,2025-10-11,ip_phone,EQUIP14032,2025-08-13,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 2 дней эксплуатации,Новая,5000
M00221,2025-10-12,cisco_router,EQUIP14547,2025-08-05,port testing,Средняя,Обнаружена port testing после 9 дней эксплуатации,Новая,10000
M00222,2025-10-14,nas,EQUIP40963,2025-07-26,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 4 дней эксплуатации,Отклонена,1000
M00223,2025-10-16,cisco_router,EQUIP24596,2025-07-20,software update,Средняя,Обнаружена software update после 22 дней эксплуатации,Решена,10000
M00224,2025-10-16,printer,EQUIP88278,2025-10-08,dust cleaning,Низкая,Обнаружена dust cleaning после 30 дней эксплуатации,Решена,0
M00225,2025-10-18,ip_phone,EQUIP79313,2025-07-24,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 14 дней эксплуатации,Отклонена,1000
M00226,2025-10-20,printer,EQUIP76602,2025-10-08,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 27 дней эксплуатации,Новая,0
M00227,2025-10-21,cisco_router,EQUIP27668,2025-09-12,error log analysis,Средняя,Обнаружена error log analysis после 15 дней эксплуатации,Решена,0
M00228,2025-10-21,cisco_router,EQUIP77013,2025-07-29,dust cleaning,Низкая,Обнаружена dust cleaning после 2 дней эксплуатации,Новая,2000
M00229,2025-10-23,cisco_router,EQUIP89342,2025-10-14,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 28 дней эксплуатации,Решена,10000
M00230,2025-10-25,cisco_switch,EQUIP15676,2025-08-06,error log analysis,Высокая,Обнаружена error log analysis после 3 дней эксплуатации,Решена,10000
M00231,2025-10-25,cisco_router,EQUIP75128,2025-09-01,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 14 дней эксплуатации,В обработке,0
M00232,2025-10-25,cisco_switch,EQUIP37554,2025-10-02,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 2 дней эксплуатации,Новая,10000
M00233,2025-10-25,nas,EQUIP35569,2025-10-09,port testing,Средняя,Обнаружена port testing после 8 дней эксплуатации,Новая,5000
M00234,2025-10-27,printer,EQUIP71161,2025-07-29,error log analysis,Средняя,Обнаружена error log analysis после 10 дней эксплуатации,Новая,10000
M00235,2025-10-28,cisco_router,EQUIP92884,2025-08-25,software update,Низкая,Обнаружена software update после 17 дней эксплуатации,Новая,0
M00236,2025-10-30,scaner,EQUIP73403,2025-10-19,error log analysis,Высокая,Обнаружена error log analysis после 17 дней эксплуатации,Решена,2000
M00237,2025-11-01,cisco_router,EQUIP92866,2025-10-19,software update,Низкая,Обнаружена software update после 30 дней эксплуатации,Отклонена,1000
M00238,2025-11-02,cisco_switch,EQUIP94397,2025-10-10,software update,Низкая,Обнаружена software update после 22 дней эксплуатации,Отклонена,5000
M00239,2025-11-03,ip_phone,EQUIP46404,2025-09-03,port testing,Низкая,Обнаружена port testing после 30 дней эксплуатации,Отклонена,5000
M00240,2025-11-05,cisco_switch,EQUIP39787,2025-10-16,dust cleaning,Средняя,Обнаружена dust cleaning после 11 дней эксплуатации,Отклонена,2000
